width,lambd,mu,d1,d2,satisfaction_distance,satisfaction_threshold,network_type,grid_preference,grid_radius,grid_density,both_affected
17,0.4855188480578363,0.3023473168723285,0.2711714113996671,1.3216565588420728,0.07004928316662369,-0.06852197367697954,3,0.15895682480186224,3,0.9439835590310395,1
7,0.4855188480578363,0.3023473168723285,0.2711714113996671,1.3216565588420728,0.07004928316662369,-0.06852197367697954,3,0.15895682480186224,3,0.9439835590310395,1
17,0.3952115415595472,0.3023473168723285,0.2711714113996671,1.3216565588420728,0.07004928316662369,-0.06852197367697954,3,0.15895682480186224,3,0.9439835590310395,1
17,0.4855188480578363,0.10689103417098522,0.2711714113996671,1.3216565588420728,0.07004928316662369,-0.06852197367697954,3,0.15895682480186224,3,0.9439835590310395,1
17,0.4855188480578363,0.3023473168723285,0.6979730632302223,1.3216565588420728,0.07004928316662369,-0.06852197367697954,3,0.15895682480186224,3,0.9439835590310395,1
17,0.4855188480578363,0.3023473168723285,0.2711714113996671,1.3059946878610258,0.07004928316662369,-0.06852197367697954,3,0.15895682480186224,3,0.9439835590310395,1
17,0.4855188480578363,0.3023473168723285,0.2711714113996671,1.3216565588420728,0.34991365987867984,-0.06852197367697954,3,0.15895682480186224,3,0.9439835590310395,1
17,0.4855188480578363,0.3023473168723285,0.2711714113996671,1.3216565588420728,0.07004928316662369,0.3448588130995631,3,0.15895682480186224,3,0.9439835590310395,1
17,0.4855188480578363,0.3023473168723285,0.2711714113996671,1.3216565588420728,0.07004928316662369,-0.06852197367697954,1,0.15895682480186224,3,0.9439835590310395,1
17,0.4855188480578363,0.3023473168723285,0.2711714113996671,1.3216565588420728,0.07004928316662369,-0.06852197367697954,3,0.06661917921155691,3,0.9439835590310395,1
17,0.4855188480578363,0.3023473168723285,0.2711714113996671,1.3216565588420728,0.07004928316662369,-0.06852197367697954,3,0.15895682480186224,1,0.9439835590310395,1
17,0.4855188480578363,0.3023473168723285,0.2711714113996671,1.3216565588420728,0.07004928316662369,-0.06852197367697954,3,0.15895682480186224,3,0.7160788858309388,1
17,0.4855188480578363,0.3023473168723285,0.2711714113996671,1.3216565588420728,0.07004928316662369,-0.06852197367697954,3,0.15895682480186224,3,0.9439835590310395,1
17,0.3952115415595472,0.10689103417098522,0.6979730632302223,1.3059946878610258,0.34991365987867984,0.3448588130995631,1,0.06661917921155691,1,0.7160788858309388,1
7,0.4855188480578363,0.10689103417098522,0.6979730632302223,1.3059946878610258,0.34991365987867984,0.3448588130995631,1,0.06661917921155691,1,0.7160788858309388,1
7,0.3952115415595472,0.3023473168723285,0.6979730632302223,1.3059946878610258,0.34991365987867984,0.3448588130995631,1,0.06661917921155691,1,0.7160788858309388,1
7,0.3952115415595472,0.10689103417098522,0.2711714113996671,1.3059946878610258,0.34991365987867984,0.3448588130995631,1,0.06661917921155691,1,0.7160788858309388,1
7,0.3952115415595472,0.10689103417098522,0.6979730632302223,1.3216565588420728,0.34991365987867984,0.3448588130995631,1,0.06661917921155691,1,0.7160788858309388,1
7,0.3952115415595472,0.10689103417098522,0.6979730632302223,1.3059946878610258,0.07004928316662369,0.3448588130995631,1,0.06661917921155691,1,0.7160788858309388,1
7,0.3952115415595472,0.10689103417098522,0.6979730632302223,1.3059946878610258,0.34991365987867984,-0.06852197367697954,1,0.06661917921155691,1,0.7160788858309388,1
7,0.3952115415595472,0.10689103417098522,0.6979730632302223,1.3059946878610258,0.34991365987867984,0.3448588130995631,3,0.06661917921155691,1,0.7160788858309388,1
7,0.3952115415595472,0.10689103417098522,0.6979730632302223,1.3059946878610258,0.34991365987867984,0.3448588130995631,1,0.15895682480186224,1,0.7160788858309388,1
7,0.3952115415595472,0.10689103417098522,0.6979730632302223,1.3059946878610258,0.34991365987867984,0.3448588130995631,1,0.06661917921155691,3,0.7160788858309388,1
